Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Physical exercise,Calories
48.04,Female,68.76,1.74,160.04,167.27,58.26,1.49,1432.78,Cardio,26.49028253214907,2.32,2.98,2.02,22.71,3.97,2114.0
25.42,Male,54.92,1.76,175.8,151.34,67.09,1.57,1838.31,Strength,21.242261867722146,2.69,4.02,3.01,17.73,-0.03,1526.0
42.63,Female,53.21,1.59,187.09,136.04,71.88,0.81,533.63,Yoga,22.871149891542277,2.51,2.01,1.0,21.05,2.0,1431.0
36.93,Male,56.13,1.57,181.62,123.07,52.87,0.97,961.17,Strength,25.475511683808065,2.43,1.99,1.01,22.77,0.98,1526.0
45.62,Male,58.06,1.7,179.79,154.83,53.22,1.51,2164.28,HIIT,22.319084233628036,2.67,3.99,3.03,20.09,-0.01,1719.0
47.06,Female,74.52,1.8,172.88,139.68,49.87,1.37,1355.07,Strength,24.354496016046927,3.7,2.98,1.0,23.0,-0.01,1978.0
48.81,Male,46.03,1.74,164.02,155.72,73.25,1.23,886.34,Yoga,21.22248239408674,2.1,3.03,2.01,15.2,-0.0,1204.0
25.46,Female,81.46,1.95,187.83,135.95,74.19,1.95,1522.17,Yoga,25.248475774183543,3.5,3.98,3.01,21.42,0.04,2229.0
45.9,Female,104.16,1.77,194.06,147.66,53.94,1.18,1037.46,Cardio,32.83518607300455,2.93,2.0,1.0,33.25,0.03,2549.0
50.14,Female,69.72,1.96,165.84,138.96,67.64,0.97,1174.77,HIIT,19.73166958086269,2.01,3.01,1.01,18.15,-0.02,1763.0
24.95,Male,66.22,1.61,184.04,166.16,56.03,1.37,905.84,Yoga,27.734992768089846,3.02,2.01,1.02,25.55,0.98,1524.0
53.76,Male,56.47,1.75,195.99,153.79,66.02,1.77,1840.8,Cardio,19.996586443794104,2.7,5.0,3.0,18.44,0.02,1702.0
33.0,Male,117.11,1.61,165.81,130.48,54.98,1.03,1358.47,HIIT,35.0,2.41,2.98,1.99,45.18,-0.02,3154.0
24.02,Female,63.01,1.79,179.75,135.1,58.92,1.4,1844.92,HIIT,19.407095260076503,2.31,4.03,1.98,19.67,-0.01,1988.0
50.74,Female,44.01,1.63,198.23,136.71,68.94,1.07,769.12,Yoga,18.450778084702097,2.1,4.0,1.98,16.56,1.01,1341.0
34.06,Male,68.39,1.68,169.23,128.08,56.76,0.67,443.0,Yoga,28.418736822495866,3.4,2.01,1.02,24.23,4.02,1857.0
25.94,Male,53.35,1.53,175.03,147.94,53.75,1.15,1139.54,Strength,23.984828028586843,1.7,3.01,1.01,22.79,0.04,1622.0
51.43,Female,65.51,1.6,169.17,124.98,55.05,1.48,1601.06,Strength,25.104935471366478,2.51,4.03,2.02,25.59,0.01,1949.0
30.04,Female,78.29,1.78,165.82,129.89,62.24,1.42,1533.6,Strength,26.74811620592187,2.58,4.03,2.0,24.71,0.0,2031.0
53.51,Male,64.71,1.53,170.76,119.21,58.13,1.73,1346.29,Yoga,25.477317871303637,2.71,4.02,2.97,27.64,-0.02,1853.0
46.09,Male,56.9,1.6,185.23,142.91,65.0,0.88,580.27,Yoga,22.015703566665184,1.61,2.99,1.0,22.23,-0.0,1645.0
40.93,Female,83.43,1.66,177.64,138.8,73.78,1.97,2812.77,HIIT,27.522103726004268,3.5,4.97,2.98,30.28,2.01,2397.0
57.08,Male,122.7,1.89,165.38,134.26,58.15,1.13,745.12,Yoga,33.93161892451746,3.57,3.0,1.0,34.35,0.01,3190.0
30.38,Female,67.85,1.75,179.92,167.98,66.71,1.25,1237.5,Strength,25.17910137073765,3.1,1.96,1.0,22.16,-0.0,1911.0
46.96,Male,87.35,1.99,182.11,153.06,70.36,1.98,2313.04,Strength,22.978804278287864,3.5,3.99,2.98,22.06,4.01,2342.0
19.01,Male,72.08,1.94,199.37,148.14,62.07,1.17,1122.26,Cardio,22.269718126187644,3.18,3.03,1.99,19.15,-0.02,1937.0
52.39,Male,61.47,1.69,160.11,152.0,63.0,1.81,2119.33,Strength,19.30764182675576,2.7,4.0,3.01,21.52,4.05,1614.0
36.3,Male,57.68,1.77,176.22,146.8,62.97,1.66,1942.2,Strength,20.445409800668045,2.71,4.0,3.0,18.41,-0.01,1765.0
54.34,Female,55.81,1.71,163.66,151.89,66.52,0.76,750.35,Strength,20.743104396594774,2.79,2.01,1.0,19.09,1.0,1569.0
51.87,Female,58.37,1.56,166.11,151.95,67.9,1.67,1735.46,Cardio,26.220111042505085,2.69,3.99,2.99,23.99,-0.04,1618.0
50.86,Female,65.36,1.6,168.89,124.71,54.74,1.49,1609.2,Strength,25.734456274118703,2.51,4.02,2.0,25.53,-0.01,1698.0
22.01,Female,118.28,1.68,171.93,133.81,56.88,1.24,1339.2,Strength,35.0,2.69,2.99,2.0,41.91,-0.01,3137.0
44.52,Male,94.69,1.84,169.61,120.03,66.95,1.26,1205.57,Cardio,28.17134848106761,3.12,4.0,1.96,27.97,2.0,2699.0
23.8,Female,58.93,1.76,188.99,130.23,72.99,0.64,634.18,Strength,21.229098060249846,1.7,3.0,1.01,19.02,3.99,1674.0
30.8,Female,49.7,1.62,181.82,157.06,52.04,0.57,376.54,Yoga,20.66311512538066,3.22,2.0,1.01,18.94,-0.02,1453.0
45.06,Female,73.29,1.74,180.9,151.67,50.1,1.18,1275.46,Strength,25.605765198600732,2.28,3.96,2.01,24.21,0.02,2166.0
30.65,Male,48.9,1.51,194.63,130.66,60.14,1.48,1466.53,Strength,19.647855348681695,2.0,1.99,1.01,21.45,0.0,1378.0
33.83,Male,52.05,1.78,170.63,129.82,53.08,1.38,1319.28,Cardio,14.713143765982675,2.72,4.01,1.95,16.43,0.01,1504.0
30.97,Male,60.89,1.77,186.97,127.35,56.16,1.72,1788.8,Cardio,19.79618040195076,2.69,4.02,3.0,19.44,-0.01,1710.0
50.77,Male,109.19,1.78,182.1,157.14,64.06,0.53,525.65,Strength,31.854667747925905,3.28,2.99,1.02,34.46,0.01,2971.0
34.02,Female,46.42,1.61,195.84,160.79,69.0,1.02,980.02,Cardio,21.61591683991328,1.68,2.99,2.01,17.91,0.04,1411.0
23.29,Female,41.89,1.57,162.79,131.76,67.18,0.55,484.0,Cardio,20.348712364727074,1.8,2.99,1.0,16.99,-0.01,1355.0
36.86,Female,88.83,1.95,188.66,135.17,66.01,1.56,2230.8,HIIT,22.5142312913752,3.53,5.0,3.0,23.36,0.01,2417.0
24.92,Female,40.92,1.62,193.24,144.27,64.11,1.49,1429.21,Cardio,18.49681034275145,2.12,3.96,1.99,15.59,-0.01,1291.0
55.77,Female,53.1,1.64,169.0,154.93,52.9,1.1,1188.99,Strength,20.076523837957918,2.3,2.98,2.01,19.74,2.99,1527.0
51.15,Female,114.47,1.68,189.09,138.6,54.82,1.37,1314.1,Cardio,35.0,2.49,2.99,1.99,40.56,0.03,2878.0
18.0,Male,63.71,1.59,184.95,125.04,49.9,1.87,1940.31,Cardio,27.0003708870543,2.69,4.02,2.97,25.2,-0.01,1737.0
33.21,Female,58.65,1.67,175.32,124.38,55.19,0.9,1088.01,HIIT,24.224630147963783,1.91,2.95,1.0,21.03,-0.02,1408.0
30.81,Female,49.4,1.51,194.79,131.3,59.98,1.47,1294.78,Cardio,24.763097425676285,1.97,2.02,1.01,21.67,-0.02,1374.0
56.14,Female,129.85,1.95,160.09,129.0,66.13,1.0,660.0,Yoga,35.0,3.51,2.0,1.0,34.15,-0.0,3387.0
48.26,Female,94.63,1.7,189.11,140.08,64.11,1.01,1333.2,HIIT,32.72180555414435,3.5,3.01,2.0,32.74,0.0,2500.0
28.09,Male,87.29,1.78,164.05,133.9,68.14,1.27,1676.4,HIIT,26.526735050182314,3.72,4.0,2.0,27.55,-0.03,2293.0
27.94,Male,76.28,1.62,161.13,162.12,70.03,1.15,1514.21,HIIT,28.094699095166092,2.31,2.99,1.97,29.07,0.03,1973.0
47.17,Female,55.37,1.77,198.25,138.36,68.01,1.2,863.28,Yoga,16.009742742458055,2.89,4.02,1.99,17.67,-0.0,1730.0
50.3,Male,66.24,1.57,192.09,131.59,73.12,1.25,1515.25,HIIT,28.067183023183603,1.58,1.97,1.02,26.87,0.01,1933.0
46.0,Female,45.39,1.77,184.66,162.39,58.07,1.48,1418.43,Cardio,18.608305149044792,3.6,3.0,1.98,14.49,0.02,1275.0
48.72,Male,45.32,1.74,164.05,156.43,72.97,1.24,1187.42,Cardio,19.584780275476177,2.08,3.01,1.97,14.97,-0.01,1425.0
50.87,Male,64.23,1.8,191.26,130.56,72.16,1.06,1018.45,Cardio,24.24193188767734,2.7,4.02,2.01,19.82,1.02,1713.0
28.55,Female,76.59,1.63,161.18,162.28,70.09,1.16,1112.67,Cardio,28.38775484610059,2.29,2.97,1.99,28.83,0.0,2149.0
43.4,Male,95.89,1.85,185.71,157.06,64.04,1.28,1266.05,Strength,33.389554854939774,3.42,1.99,1.0,28.02,0.01,2551.0
21.9,Male,44.83,1.72,165.89,132.27,53.76,1.48,1065.6,Yoga,21.279850136518647,1.8,3.98,2.0,15.15,0.03,1335.0
44.89,Female,51.22,1.79,182.07,130.18,58.9,0.74,487.51,Yoga,22.830257926280815,2.52,2.0,1.0,15.99,0.03,1418.0
33.2,Female,64.5,1.63,186.15,120.16,74.04,1.58,1848.6,Strength,22.418183180289017,2.71,4.98,3.0,24.28,0.01,1998.0
36.39,Male,122.16,1.93,195.13,132.21,53.67,1.5,1441.2,Cardio,35.0,3.39,3.01,2.01,32.8,0.01,3314.0
42.84,Male,95.63,1.85,185.71,156.98,63.92,1.28,845.57,Yoga,32.84960206157134,3.4,2.0,1.01,27.94,-0.0,2553.0
45.03,Male,88.74,1.81,178.05,153.14,70.19,1.7,2434.74,HIIT,28.373267144328505,3.48,5.0,3.02,27.09,0.03,2531.0
46.1,Male,43.7,1.77,185.15,161.91,58.0,1.48,1064.71,Yoga,15.631490454592267,3.59,2.97,1.99,13.95,-0.01,1088.0
42.42,Male,57.23,1.67,160.71,132.86,63.1,1.76,1372.8,Yoga,23.1793179938253,2.7,4.99,3.0,20.52,-0.02,1712.0
52.77,Female,52.41,1.74,179.05,126.93,61.08,1.23,884.86,Yoga,20.141419893484574,3.69,3.02,1.99,17.31,1.0,1529.0
55.28,Male,128.01,1.68,178.17,165.02,51.96,1.12,1479.63,HIIT,35.0,2.61,3.99,2.01,45.36,0.01,3274.0
24.35,Male,47.03,1.71,184.93,142.07,56.12,0.88,774.4,Cardio,17.353719648453733,2.5,2.02,1.0,16.08,-0.03,1188.0
51.15,Male,78.9,1.51,193.12,133.82,73.86,0.92,607.75,Yoga,35.0,2.57,3.01,1.01,34.6,2.0,2185.0
30.59,Male,58.62,1.73,191.07,130.98,70.1,1.17,1264.65,Strength,19.493040201359992,1.77,3.04,2.01,19.59,0.03,1565.0
44.66,Male,73.06,1.75,183.73,147.97,50.18,1.15,1515.47,HIIT,25.842601429334163,2.01,3.99,1.98,23.86,1.0,2101.0
28.02,Male,66.64,1.67,171.08,157.33,74.13,0.62,613.8,Strength,29.654084587015088,2.29,3.01,1.0,23.89,0.01,1780.0
30.28,Female,121.21,2.0,178.77,159.58,59.76,1.25,901.5,Yoga,28.375186396314675,3.3,3.99,2.02,30.3,-0.0,3468.0
24.36,Male,87.59,1.74,186.7,158.24,66.93,1.59,1241.15,Yoga,25.929552109605346,3.5,3.99,3.01,28.93,-0.01,2452.0
53.01,Male,44.69,1.79,163.96,159.98,71.91,1.34,1447.2,Strength,12.45701084956412,2.1,2.99,2.0,13.95,0.01,1338.0
57.91,Male,49.57,1.67,191.09,124.72,71.95,1.37,1482.07,Strength,22.08753917868677,2.29,4.03,2.02,17.77,-0.01,1365.0
52.45,Male,66.33,1.6,184.79,119.44,70.22,1.34,1285.33,Cardio,25.705093383394015,2.1,4.02,1.99,25.91,0.05,2029.0
36.63,Male,71.92,1.76,191.99,121.28,51.61,1.23,885.6,Yoga,25.057285311574418,1.89,3.01,2.0,23.22,0.99,1998.0
20.17,Male,44.77,1.6,177.2,122.03,69.08,1.08,712.15,Yoga,22.21979102784318,2.52,2.0,1.0,17.49,0.0,1126.0
38.93,Female,82.19,1.75,164.7,164.84,55.0,1.33,1274.67,Cardio,28.95264616375621,2.81,4.01,1.98,26.84,0.98,2158.0
55.71,Female,125.42,1.8,188.79,131.09,72.95,1.26,1661.81,HIIT,35.0,2.68,4.03,1.99,38.71,-0.01,3431.0
39.65,Female,71.93,1.6,172.94,130.61,67.13,0.87,575.77,Yoga,29.10591015445489,1.89,2.98,1.03,28.1,-0.03,1793.0
53.27,Female,55.38,1.55,170.49,141.11,53.76,1.13,814.96,Yoga,21.34561264477876,1.81,4.01,2.02,23.05,-0.01,1586.0
18.6,Male,64.36,1.82,187.04,149.16,52.16,1.2,865.44,Yoga,20.911451539909937,2.39,3.02,2.02,19.43,0.01,1845.0
38.29,Male,84.03,1.74,163.59,150.6,51.08,1.66,1294.8,Yoga,26.358212465058124,3.49,5.0,3.0,27.75,-0.01,2262.0
25.0,Female,124.13,1.99,179.86,121.38,72.17,1.12,740.54,Yoga,31.00402499171877,2.6,3.01,1.02,31.35,0.98,3285.0
50.25,Female,64.17,1.79,162.97,130.29,60.93,1.17,1264.65,Strength,21.75460673912148,2.41,4.02,2.01,20.03,1.03,1694.0
28.6,Female,87.88,1.86,177.45,123.42,72.01,1.51,2162.62,HIIT,24.38805723058829,3.5,4.01,3.02,25.4,0.03,2574.0
45.08,Male,93.32,1.91,174.91,142.87,55.11,1.05,1133.06,Strength,25.672565803332084,3.71,3.02,1.99,25.58,1.99,2466.0
25.82,Female,86.21,1.68,188.66,157.19,71.9,1.97,2819.27,HIIT,31.19527764156713,3.49,5.01,3.01,30.54,0.03,2292.0
30.27,Male,91.01,1.66,164.59,152.12,70.9,1.31,1730.64,HIIT,32.92112828714479,2.11,3.98,2.01,33.03,-0.02,2480.0
29.97,Male,77.93,1.77,166.04,130.27,61.98,1.4,1007.16,Yoga,24.467053629430637,2.6,3.98,1.99,24.87,0.0,2333.0
57.79,Female,82.36,1.87,171.4,142.96,55.03,1.57,1225.54,Yoga,26.545212275220717,3.52,4.01,3.01,23.55,-0.0,2171.0
40.11,Male,59.87,1.88,183.41,141.31,60.99,1.23,885.6,Yoga,20.487140469538137,3.01,3.03,2.0,16.94,3.02,1740.0
48.81,Female,56.69,1.99,182.98,160.91,66.99,0.94,1138.43,HIIT,14.278080695955925,3.09,3.01,1.01,14.32,0.02,1755.0
41.72,Female,49.93,1.5,173.19,131.24,63.17,1.15,827.31,Yoga,26.80917783016931,1.49,3.01,1.99,22.19,-0.04,1242.0
29.01,Female,68.08,1.7,189.99,149.87,59.95,0.77,930.01,HIIT,26.29772274648822,2.88,1.99,1.0,23.56,-0.05,1854.0
39.44,Female,93.91,1.7,190.79,154.93,50.1,1.1,1452.0,HIIT,29.810360864523286,2.51,3.99,2.0,32.49,-0.01,2579.0
47.85,Male,129.32,1.61,193.01,166.93,61.74,1.06,1396.87,HIIT,35.0,2.91,4.0,1.98,49.89,1.05,3598.0
24.58,Female,49.61,1.98,165.15,121.95,68.1,1.16,1250.71,Strength,17.866499883153296,2.1,3.04,1.98,12.65,4.03,1475.0
22.02,Male,101.94,1.85,190.16,156.97,67.1,1.47,1584.95,Strength,31.611947217908114,2.4,3.99,1.98,29.79,-0.01,2665.0
46.03,Male,51.26,1.65,165.01,147.04,62.83,0.69,835.66,HIIT,23.1932995358609,1.91,2.02,1.01,18.83,0.0,1324.0
55.01,Male,80.61,1.66,194.87,159.96,67.77,1.06,1282.6,HIIT,27.490988837634568,1.88,1.98,1.0,29.25,2.0,2283.0
19.41,Male,48.5,1.52,185.96,135.81,56.03,0.96,950.4,Strength,21.672428470972083,1.62,1.98,1.0,20.99,0.02,1410.0
44.68,Male,89.85,1.81,177.69,153.1,70.03,1.7,1327.02,Yoga,24.536373868132475,3.52,4.98,3.01,27.43,-0.02,2555.0
51.39,Female,65.65,1.6,169.45,125.26,55.19,1.48,1597.07,Strength,27.407302720663854,2.48,3.99,1.99,25.64,0.01,1844.0
19.87,Male,127.69,1.92,166.66,144.93,56.91,0.63,553.39,Cardio,34.31369411898682,2.0,2.01,1.0,34.64,0.03,3077.0
40.12,Female,81.62,1.74,166.18,132.82,57.97,0.91,600.6,Yoga,27.96436469495579,2.71,2.02,1.0,26.96,0.01,2161.0
53.29,Male,78.64,1.65,163.97,126.06,49.62,1.23,1084.37,Cardio,29.5436766527896,1.63,2.99,1.02,28.89,2.01,2134.0
23.12,Female,61.45,1.62,192.83,167.72,69.14,1.59,1241.15,Yoga,24.503094550508493,2.71,5.01,3.01,23.41,-0.0,1871.0
50.19,Female,101.6,1.67,192.02,127.17,56.9,0.52,514.33,Strength,34.87791603710875,2.87,1.99,1.0,36.43,-0.0,2582.0
39.93,Male,69.93,1.55,170.54,162.57,73.77,0.85,1025.7,HIIT,30.93847849626036,1.52,3.02,1.0,29.11,-0.01,1847.0
21.84,Male,46.72,1.77,164.2,139.57,73.01,1.05,1040.44,Strength,20.79233214616504,2.41,3.02,1.01,14.91,-0.01,1263.0
49.16,Female,77.95,1.61,160.0,157.95,49.8,1.04,1120.39,Strength,33.31818750977706,3.42,3.0,1.97,30.07,0.01,2088.0
31.6,Female,77.81,1.92,173.87,136.95,49.91,1.38,991.94,Yoga,24.744274024010835,3.29,3.0,1.98,21.11,-0.01,1989.0
42.04,Female,88.75,1.93,188.14,157.69,64.87,1.68,1748.54,Cardio,28.794476719676343,3.49,4.03,3.01,23.83,0.01,2513.0
27.17,Female,58.17,1.79,163.58,142.85,73.15,1.39,919.07,Yoga,21.258601078445057,1.52,2.0,1.02,18.15,0.0,1515.0
40.68,Female,67.08,1.73,164.07,149.11,57.14,1.33,1610.76,HIIT,26.942036390213914,2.28,2.99,1.01,22.41,-0.06,1857.0
39.0,Female,63.36,1.71,178.02,125.16,55.73,1.89,1964.09,Cardio,27.297087085715848,2.69,4.01,2.99,21.67,-0.02,1872.0
56.98,Female,78.98,1.62,185.39,148.83,51.86,1.01,1333.2,HIIT,31.980597705155688,1.99,4.0,2.0,30.09,1.01,2128.0
37.74,Female,47.04,1.74,198.58,166.27,63.98,1.03,1112.4,Strength,21.560883779493963,2.6,4.03,2.0,15.54,0.02,1428.0
58.15,Female,65.03,1.64,166.85,120.99,52.96,1.13,1223.45,Strength,26.115159702636245,2.01,2.99,2.03,24.18,-0.01,1880.0
35.41,Male,58.8,1.78,184.42,120.95,60.24,0.87,1051.74,HIIT,19.681205689755252,2.19,1.98,1.0,18.56,2.04,1669.0
58.98,Male,70.82,1.68,191.7,120.36,66.06,1.17,843.1,Yoga,27.795762796260824,1.91,3.0,2.01,25.09,-0.0,2008.0
37.03,Male,73.62,1.74,187.97,141.57,64.95,1.03,742.22,Yoga,23.15431461053461,2.41,3.02,2.01,24.32,0.99,1905.0
41.34,Male,76.86,1.79,172.12,131.96,55.89,1.4,1848.0,HIIT,24.153989455108242,2.01,4.02,2.0,23.99,-0.0,2158.0
55.19,Female,51.5,1.68,180.25,166.9,49.99,0.78,515.27,Yoga,22.103683776069314,2.97,2.99,1.01,18.25,-0.04,1416.0
30.88,Female,57.59,1.56,161.01,124.12,50.02,1.8,1870.56,Cardio,21.383915811102177,2.69,4.99,2.99,23.66,-0.0,1460.0
35.09,Female,62.76,1.63,183.54,159.54,63.03,1.41,1016.05,Yoga,26.25072314865293,3.7,3.98,2.01,23.62,0.01,1934.0
39.94,Female,57.09,1.71,168.21,143.41,60.97,1.86,1934.4,Cardio,23.901194055793404,2.69,5.0,3.0,19.52,-0.02,1671.0
23.86,Female,87.25,1.74,186.73,158.39,67.35,1.58,1641.94,Cardio,27.499417017779464,3.49,4.02,2.99,28.82,0.01,2538.0
42.32,Female,57.3,1.67,161.05,132.99,62.9,1.76,1372.8,Yoga,27.848289380708774,2.71,4.99,3.0,20.55,0.02,1767.0
56.79,Female,45.74,1.76,165.12,129.58,60.05,1.44,1038.53,Yoga,19.16729278089518,1.69,3.02,2.02,14.77,0.0,1289.0
29.21,Male,69.14,1.72,171.3,168.54,62.09,1.07,1026.34,Cardio,26.450147877845946,1.7,4.0,1.99,23.37,-0.03,1853.0
27.77,Male,128.54,1.86,173.38,158.3,71.15,1.07,1029.77,Cardio,32.89041815130263,3.3,4.02,2.03,37.15,-0.02,3504.0
49.08,Male,84.36,1.87,182.98,157.98,53.07,1.29,1701.38,HIIT,25.123299080106243,2.31,4.01,1.99,24.12,0.0,2137.0
19.41,Female,45.94,1.63,183.91,128.41,62.8,1.35,972.0,Yoga,20.711492767272173,1.58,3.99,2.0,17.29,-0.05,1355.0
42.89,Female,57.15,1.79,175.35,165.75,61.85,1.98,2314.82,Strength,16.526921048525477,2.7,4.01,2.99,17.84,-0.01,1609.0
18.97,Female,72.02,1.94,198.76,147.78,62.15,1.16,1532.48,HIIT,23.67749059380238,3.18,2.99,2.01,19.14,0.02,2052.0
27.77,Female,66.67,1.67,170.99,157.46,74.25,0.62,408.83,Yoga,25.81920497231813,2.3,3.04,1.0,23.91,0.02,1728.0
28.19,Female,58.45,2.0,198.18,134.85,65.05,1.32,1269.31,Cardio,18.03740602412316,2.99,4.0,2.02,14.61,-0.01,1630.0
56.04,Female,83.0,1.87,186.97,124.38,73.99,1.51,1765.34,Strength,22.25982447860482,3.51,5.02,2.99,23.74,0.04,2484.0
49.86,Female,57.48,1.91,183.86,131.36,67.98,1.09,1441.2,HIIT,21.231782815405516,2.69,3.99,2.02,15.76,0.01,1510.0
42.97,Female,45.97,1.63,175.99,139.35,65.22,1.18,778.09,Yoga,24.357800114751353,2.08,2.0,1.0,17.3,-0.03,1296.0
22.04,Male,61.13,1.84,161.09,140.43,65.01,0.5,440.0,Cardio,24.511715895446645,2.3,3.01,1.0,18.06,0.01,1660.0
51.07,Male,63.65,1.8,190.77,129.91,72.17,1.08,776.95,Yoga,23.355781652238765,2.69,3.97,1.99,19.65,0.97,1928.0
33.29,Female,77.6,1.71,186.77,135.79,58.07,1.09,958.33,Cardio,28.203454648452347,2.09,2.96,1.0,26.54,2.0,2001.0
22.66,Male,106.71,1.94,198.23,119.52,73.09,1.35,1634.98,HIIT,30.601355025308642,2.9,2.0,1.01,28.35,-0.03,2810.0
22.26,Female,117.24,1.68,172.14,134.05,56.97,1.24,892.8,Yoga,35.0,2.7,3.0,2.0,41.54,0.0,2968.0
48.74,Female,79.49,1.73,182.22,151.06,64.0,1.38,1671.32,HIIT,28.75032276725562,2.32,1.99,1.01,26.56,-0.03,2132.0
48.68,Male,69.35,1.62,191.62,122.02,61.94,1.14,820.8,Yoga,27.475427489389308,1.9,4.01,2.0,26.43,-0.01,2076.0
21.39,Male,60.23,1.7,179.0,123.02,51.86,1.97,2819.27,HIIT,19.081502023027312,2.69,5.04,3.01,20.84,4.0,1839.0
44.48,Female,61.17,1.55,195.95,128.99,65.82,1.42,1021.55,Yoga,28.338671096202866,2.6,4.0,1.99,25.46,-0.01,1780.0
26.08,Male,59.37,1.51,181.11,129.02,71.18,1.71,2441.54,HIIT,27.53715650709744,2.68,5.0,2.98,26.04,-0.01,1721.0
45.89,Male,47.9,1.72,171.3,147.08,56.89,1.41,1704.55,HIIT,21.542455977735365,2.02,3.01,1.0,16.19,0.01,1198.0
43.26,Female,66.53,1.85,169.8,121.34,57.85,1.18,1426.5,HIIT,22.20817502030091,3.2,2.0,1.0,19.44,0.98,1921.0
52.82,Female,51.98,1.74,179.0,127.12,61.28,1.22,1611.74,HIIT,21.38217516890994,3.7,3.0,2.01,17.17,0.98,1503.0
31.65,Female,42.51,1.76,181.94,121.15,64.84,1.46,1283.63,Cardio,18.564140130760077,2.17,2.99,1.0,13.72,-0.01,1022.0
42.33,Male,85.97,1.76,171.44,126.88,55.01,1.76,2057.62,Strength,27.72331179944081,3.51,4.0,2.99,27.75,3.02,2451.0
29.9,Male,77.7,1.77,166.27,129.87,62.04,1.41,1520.26,Strength,28.732838008396932,2.61,4.03,1.98,24.8,0.01,2170.0
33.84,Female,72.03,1.64,170.08,134.11,67.05,1.26,1364.2,Strength,27.144883755416462,2.13,3.99,2.03,26.78,-0.02,1978.0
33.89,Male,109.9,1.86,188.57,138.54,61.95,1.42,1404.52,Strength,34.18260132323595,3.62,2.0,1.0,31.77,-0.02,2971.0
18.0,Male,63.72,1.82,187.3,148.96,51.9,1.18,1133.74,Cardio,20.639243131156253,2.37,3.01,2.01,19.24,0.0,1878.0
31.01,Female,48.07,1.65,163.21,166.1,60.19,1.11,979.46,Cardio,22.54060633232466,2.5,2.0,1.03,17.66,0.04,1271.0
57.4,Female,82.49,1.69,187.76,155.47,63.14,1.15,1103.08,Cardio,29.202531971265373,3.39,3.99,1.99,28.88,-0.0,2020.0
33.6,Female,63.58,1.62,173.89,145.38,62.09,1.76,2059.2,Strength,23.396990698880074,2.7,5.02,3.0,24.23,-0.01,1916.0
41.28,Female,43.62,1.77,182.02,165.53,57.98,1.19,784.69,Yoga,18.3554530566681,1.58,3.01,1.0,13.92,0.02,1317.0
26.19,Male,127.17,1.73,166.8,159.72,62.01,1.32,1307.99,Strength,35.0,2.91,2.99,1.01,42.49,-0.04,3221.0
20.22,Female,64.33,1.78,187.8,137.29,61.05,1.71,2447.18,HIIT,21.674133747113988,2.69,3.99,3.01,20.3,2.03,1742.0
36.88,Female,123.73,1.76,168.57,158.4,50.07,1.51,1830.42,HIIT,35.0,2.8,1.97,1.02,39.94,0.0,3146.0
56.09,Male,45.18,1.73,164.83,129.04,72.87,0.83,822.45,Strength,22.33759315091356,2.6,3.02,1.01,15.1,1.97,1379.0
40.14,Male,79.96,1.76,167.68,167.06,74.17,1.63,1905.63,Strength,27.452246448005653,3.5,5.0,2.99,25.81,0.0,2408.0
58.93,Male,69.94,1.68,191.76,120.67,65.78,1.17,1264.65,Strength,26.109027822228477,1.92,2.97,2.01,24.78,-0.01,1853.0
51.01,Female,59.41,1.65,197.91,152.73,52.8,1.23,1327.29,Strength,25.58730441098163,2.29,3.02,1.99,21.82,0.01,1536.0
21.32,Male,78.44,1.7,176.98,137.87,65.94,1.36,1795.2,HIIT,29.039137643888576,2.09,4.02,2.0,27.14,-0.01,2116.0
52.16,Female,85.24,1.85,189.22,152.11,49.75,1.19,1439.9,HIIT,28.55303350601733,3.2,2.01,1.0,24.91,1.98,2143.0
43.71,Male,72.21,1.66,176.24,152.1,54.9,1.39,1681.9,HIIT,25.822502589749874,2.5,2.0,1.0,26.2,2.99,2004.0
24.77,Male,49.71,1.98,164.92,122.17,68.16,1.15,1103.08,Cardio,17.962092103820194,2.1,3.03,1.99,12.68,4.01,1464.0
26.07,Female,62.26,1.61,198.04,138.8,58.19,1.87,1944.8,Cardio,24.886635986597636,2.71,3.99,3.0,24.02,0.99,1804.0
38.95,Female,93.41,1.7,190.95,155.24,49.97,1.09,1181.12,Strength,34.012618472349345,2.49,4.02,2.04,32.32,-0.02,2503.0
22.99,Male,106.83,1.94,197.69,119.65,72.96,1.35,1632.02,HIIT,30.110792745186032,2.89,2.01,1.0,28.39,-0.05,2713.0
53.0,Female,61.03,1.63,169.77,124.0,74.22,0.54,356.08,Yoga,25.53035959958096,3.42,3.02,1.0,22.97,-0.03,1811.0
33.22,Female,73.96,1.76,191.81,144.59,66.15,1.14,1504.8,HIIT,25.637987115507997,1.51,4.01,2.0,23.88,0.0,2038.0
46.02,Female,54.0,1.72,193.86,161.12,73.2,0.91,900.9,Strength,21.825167379237147,2.91,2.01,1.0,18.25,0.01,1413.0
42.75,Male,53.84,1.72,172.47,159.64,71.15,1.03,1110.55,Strength,18.963208628263615,2.31,4.0,1.98,18.2,-0.0,1530.0
