Gender,Age,Daily meals frequency,Physical exercise,Height,Weight,BMR,Carbs,Proteins,Fats,Calories
1,21,2,0,145,62,1260.25,189.038,75.615,50.41,1512.302
0,23,4,0,173,108,2051.25,307.688,123.075,82.05,2461.502
1,21,3,0,170,45,1246.5,186.975,74.79,49.86,1495.8
1,33,3,0,160,42,1094,164.1,65.64,43.76,1312.8
1,40,3,0,155,43,1037.75,155.662,62.265,41.51,1245.298
0,21,3,1,165,64,1571.25,270.059,108.023,72.016,2160.472
1,20,3,4,165,61,1380.25,327.809,131.124,87.416,2622.476
0,20,4,4,173,65,1636.25,388.609,155.444,103.629,3108.873
1,23,2,0,155,63,1322.75,198.412,79.365,52.91,1587.298
0,25,3,0,157,108,1941.25,291.188,116.475,77.65,2329.502
1,30,3,0,152,72,1359,203.85,81.54,54.36,1630.8
1,24,3,1,150,59,1246.5,214.242,85.697,57.131,1713.935
1,26,3,0,160,46,1169,175.35,70.14,46.76,1402.8
0,58,3,0,165,50,1246.25,186.938,74.775,49.85,1495.502
1,22,3,1,160,60,1329,228.422,91.369,60.912,1827.372
1,38,3,0,157,44,1070.25,160.538,64.215,42.81,1284.302
1,25,3,0,147,50,1132.75,169.912,67.965,45.31,1359.298
0,22,4,0,163,103,1943.75,291.562,116.625,77.75,2332.498
0,27,2,1,165,83,1731.25,297.559,119.023,79.349,2380.469
1,25,3,0,157,93,1625.25,243.788,97.515,65.01,1950.302
0,22,3,0,163,40,1313.75,197.062,78.825,52.55,1576.498
0,47,2,0,188,105,1995,299.25,119.7,79.8,2394
1,25,3,0,152,99,1654,248.1,99.24,66.16,1984.8
1,28,3,0,145,85,1455.25,218.288,87.315,58.21,1746.302
0,22,3,0,155,113,1993.75,299.062,119.625,79.75,2392.498
1,22,2,0,157,78,1490.25,223.538,89.415,59.61,1788.302
0,28,3,0,175,122,2178.75,326.812,130.725,87.15,2614.498
1,22,3,0,157,75,1460.25,219.038,87.615,58.41,1752.302
1,22,2,4,157,70,1410.25,334.934,133.974,89.316,2679.476
0,22,2,1,173,82,1796.25,308.73,123.492,82.328,2469.84
1,50,3,0,157,78,1350.25,202.538,81.015,54.01,1620.302
1,47,3,0,157,68,1265.25,189.788,75.915,50.61,1518.302
0,23,3,0,165,49,1411.25,211.688,84.675,56.45,1693.502
0,25,3,1,165,84,1751.25,300.996,120.398,80.266,2407.97
1,32,2,1,152,46,1089,187.172,74.869,49.912,1497.372
1,22,3,0,147,92,1567.75,235.162,94.065,62.71,1881.298
0,24,2,1,175,87,1848.75,317.754,127.102,84.734,2542.03
1,43,2,1,140,50,999,171.703,68.681,45.787,1373.619
1,39,2,0,160,80,1444,216.6,86.64,57.76,1732.8
0,23,3,3,183,85,1883.75,406.184,162.473,108.316,3249.472
0,20,3,0,168,50,1455,218.25,87.3,58.2,1746
0,26,3,0,168,95,1875,281.25,112.5,75,2250
0,30,2,0,163,80,1673.75,251.062,100.425,66.95,2008.498
1,21,2,1,157,69,1405.25,241.527,96.611,64.407,1932.215
0,27,4,0,178,98,1962.5,294.375,117.75,78.5,2355
1,22,3,0,160,47,1199,179.85,71.94,47.96,1438.8
0,30,3,0,170,98,1897.5,284.625,113.85,75.9,2277
0,28,3,1,168,86,1775,305.078,122.031,81.354,2440.622
0,26,3,0,168,65,1575,236.25,94.5,63,1890
0,23,4,2,157,70,1571.25,304.43,121.772,81.181,2435.437
1,24,3,0,155,65,1337.75,200.662,80.265,53.51,1605.298
1,32,3,0,142,94,1506.5,225.975,90.39,60.26,1807.8
1,25,2,0,163,77,1502.75,225.412,90.165,60.11,1803.298
0,29,3,0,168,89,1800,270,108,72,2160
0,22,3,0,163,40,1313.75,197.062,78.825,52.55,1576.498
1,21,2,0,150,68,1351.5,202.725,81.09,54.06,1621.8
0,23,2,0,160,70,1590,238.5,95.4,63.6,1908
0,25,3,1,170,90,1842.5,316.68,126.672,84.448,2533.44
1,25,3,0,145,93,1550.25,232.538,93.015,62.01,1860.302
1,27,3,0,155,76,1432.75,214.912,85.965,57.31,1719.298
0,24,3,0,165,116,2076.25,311.438,124.575,83.05,2491.502
0,22,4,1,183,92,1958.75,336.66,134.664,89.776,2693.28
1,25,3,2,160,76,1474,285.588,114.235,76.157,2284.705
0,35,3,0,170,50,1392.5,208.875,83.55,55.7,1671
1,19,2,2,157,69,1415.25,274.205,109.682,73.121,2193.637
0,21,4,0,178,69,1702.5,255.375,102.15,68.1,2043
1,28,3,0,145,93,1535.25,230.288,92.115,61.41,1842.302
0,23,3,0,170,69,1642.5,246.375,98.55,65.7,1971
1,43,2,1,155,70,1292.75,222.191,88.877,59.251,1777.531
1,18,3,1,163,47,1237.75,212.738,85.095,56.73,1701.902
0,26,3,0,170,51,1447.5,217.125,86.85,57.9,1737
1,32,4,1,157,97,1630.25,280.199,112.08,74.72,2241.596
0,21,3,4,175,72,1713.75,407.016,162.806,108.538,3256.13
0,24,3,0,160,109,1975,296.25,118.5,79,2370
1,25,3,2,163,84,1572.75,304.72,121.888,81.259,2437.763
1,22,4,0,160,63,1359,203.85,81.54,54.36,1630.8
1,22,2,1,157,40,1110.25,190.824,76.33,50.886,1526.59
0,25,3,0,165,97,1881.25,282.188,112.875,75.25,2257.502
0,21,3,0,155,100,1868.75,280.312,112.125,74.75,2242.498
0,22,3,2,168,63,1575,305.156,122.062,81.375,2441.247
1,32,3,0,163,41,1107.75,166.162,66.465,44.31,1329.298
1,20,4,0,163,50,1257.75,188.662,75.465,50.31,1509.298
0,24,2,0,178,74,1737.5,260.625,104.25,69.5,2085
1,46,3,4,157,64,1230.25,292.184,116.874,77.916,2337.476
1,28,3,0,145,97,1575.25,236.288,94.515,63.01,1890.302
1,22,4,1,155,43,1127.75,193.832,77.533,51.689,1550.661
0,25,3,0,163,99,1888.75,283.312,113.325,75.55,2266.498
0,33,3,0,155,87,1678.75,251.812,100.725,67.15,2014.498
0,37,3,0,157,114,1941.25,291.188,116.475,77.65,2329.502
0,23,3,2,175,80,1783.75,345.602,138.241,92.16,2764.812
0,30,3,0,163,82,1693.75,254.062,101.625,67.75,2032.498
1,43,3,0,152,99,1564,234.6,93.84,62.56,1876.8
0,22,3,0,165,63,1556.25,233.438,93.375,62.25,1867.502
0,23,3,3,173,71,1681.25,362.52,145.008,96.672,2900.16
0,22,2,0,168,49,1435,215.25,86.1,57.4,1722
0,24,3,0,173,78,1746.25,261.938,104.775,69.85,2095.502
0,27,4,0,170,105,1982.5,297.375,118.95,79.3,2379
0,46,3,0,163,103,1823.75,273.562,109.425,72.95,2188.498
0,22,4,0,157,97,1846.25,276.938,110.775,73.85,2215.502
0,30,3,0,168,50,1405,210.75,84.3,56.2,1686
0,21,3,0,160,47,1370,205.5,82.2,54.8,1644
0,23,2,2,168,67,1610,311.938,124.775,83.183,2495.499
0,23,3,0,163,116,2068.75,310.312,124.125,82.75,2482.498
1,23,2,0,157,50,1205.25,180.788,72.315,48.21,1446.302
0,29,3,0,168,102,1930,289.5,115.8,77.2,2316
1,35,3,0,152,40,1014,152.1,60.84,40.56,1216.8
0,42,2,0,163,68,1493.75,224.062,89.625,59.75,1792.498
1,26,3,1,165,58,1320.25,226.918,90.767,60.511,1815.339
0,26,3,0,160,110,1975,296.25,118.5,79,2370
1,36,3,0,160,46,1119,167.85,67.14,44.76,1342.8
1,29,3,0,145,88,1480.25,222.038,88.815,59.21,1776.302
1,31,2,0,155,73,1382.75,207.412,82.965,55.31,1659.298
0,21,2,0,130,56,1272.5,190.875,76.35,50.9,1527
0,21,3,0,160,42,1320,198,79.2,52.8,1584
0,31,3,0,168,51,1410,211.5,84.6,56.4,1692
0,22,3,0,168,110,2045,306.75,122.7,81.8,2454
0,21,3,0,165,80,1731.25,259.688,103.875,69.25,2077.502
0,33,2,0,163,49,1348.75,202.312,80.925,53.95,1618.498
0,23,3,2,165,75,1671.25,323.805,129.522,86.348,2590.44
0,22,3,0,168,105,1995,299.25,119.7,79.8,2394
1,24,4,1,168,81,1579,271.391,108.556,72.371,2171.127
0,23,3,0,163,44,1348.75,202.312,80.925,53.95,1618.498
0,22,3,0,157,117,2046.25,306.938,122.775,81.85,2455.502
0,22,2,0,163,67,1583.75,237.562,95.025,63.35,1900.498
1,24,2,0,160,65,1369,205.35,82.14,54.76,1642.8
0,20,3,0,173,114,2126.25,318.938,127.575,85.05,2551.502
1,38,3,0,152,65,1249,187.35,74.94,49.96,1498.8
0,25,3,0,165,40,1311.25,196.688,78.675,52.45,1573.502
0,22,2,1,168,68,1625,279.297,111.719,74.479,2234.375
0,15,2,2,183,95,2023.75,392.102,156.841,104.56,3136.812
0,23,3,2,170,91,1862.5,360.859,144.344,96.229,2886.873
0,22,3,0,170,53,1487.5,223.125,89.25,59.5,1785
1,32,3,0,155,43,1077.75,161.662,64.665,43.11,1293.298
0,26,3,0,178,90,1887.5,283.125,113.25,75.5,2265
1,23,4,0,170,56,1346.5,201.975,80.79,53.86,1615.8
0,22,3,0,163,71,1623.75,243.562,97.425,64.95,1948.498
0,24,3,0,163,120,2103.75,315.562,126.225,84.15,2524.498
0,23,4,4,173,68,1651.25,392.172,156.869,104.579,3137.375
0,22,3,0,173,74,1716.25,257.438,102.975,68.65,2059.502
0,28,2,0,168,52,1435,215.25,86.1,57.4,1722
1,22,2,0,163,67,1417.75,212.662,85.065,56.71,1701.298
1,21,2,0,157,46,1175.25,176.288,70.515,47.01,1410.302
0,31,4,0,155,87,1688.75,253.312,101.325,67.55,2026.498
1,22,2,0,165,52,1280.25,192.038,76.815,51.21,1536.302
1,40,3,0,157,45,1070.25,160.538,64.215,42.81,1284.302
0,27,4,1,185,105,2076.25,356.855,142.742,95.161,2854.837
0,22,3,3,170,62,1577.5,340.148,136.059,90.706,2721.182
0,23,3,0,165,82,1741.25,261.188,104.475,69.65,2089.502
1,23,2,4,152,51,1184,281.2,112.48,74.987,2249.603
0,23,2,0,170,70,1652.5,247.875,99.15,66.1,1983
0,23,4,4,180,74,1755,416.812,166.725,111.15,3334.498
1,23,3,0,157,41,1115.25,167.288,66.915,44.61,1338.302
1,21,3,0,168,45,1234,185.1,74.04,49.36,1480.8
0,23,3,1,173,58,1551.25,266.621,106.648,71.099,2132.967
0,22,4,3,175,75,1738.75,374.918,149.967,99.978,2999.342
0,26,4,1,180,134,2340,402.188,160.875,107.25,3217.502
0,23,3,1,165,82,1741.25,299.277,119.711,79.807,2394.215
0,24,3,0,165,45,1366.25,204.938,81.975,54.65,1639.502
0,39,4,0,152,90,1660,249,99.6,66.4,1992
0,29,3,0,175,76,1713.75,257.062,102.825,68.55,2056.498
1,56,4,0,142,77,1216.5,182.475,72.99,48.66,1459.8
0,23,2,0,165,93,1851.25,277.688,111.075,74.05,2221.502
0,26,3,0,170,93,1867.5,280.125,112.05,74.7,2241
1,28,2,1,155,62,1287.75,221.332,88.533,59.022,1770.658
0,20,2,1,163,75,1673.75,287.676,115.07,76.714,2301.41
1,54,3,0,152,75,1269,190.35,76.14,50.76,1522.8
1,18,4,0,150,54,1226.5,183.975,73.59,49.06,1471.8
0,23,3,0,180,135,2365,354.75,141.9,94.6,2838
1,25,3,0,160,60,1314,197.1,78.84,52.56,1576.8
0,26,2,1,168,85,1775,305.078,122.031,81.354,2440.622
0,26,3,0,173,53,1486.25,222.938,89.175,59.45,1783.502
1,30,3,0,168,79,1529,229.35,91.74,61.16,1834.8
1,22,4,0,152,54,1219,182.85,73.14,48.76,1462.8
1,23,4,0,165,103,1785.25,267.787,107.115,71.41,2142.298
0,24,3,0,178,91,1907.5,286.125,114.45,76.3,2289
0,22,3,2,173,54,1516.25,293.773,117.509,78.34,2350.188
1,22,2,0,155,76,1457.75,218.662,87.465,58.31,1749.298
0,28,3,0,165,64,1536.25,230.438,92.175,61.45,1843.502
0,20,3,4,168,70,1655,393.062,157.225,104.817,3144.501
0,24,3,1,165,56,1476.25,253.73,101.492,67.661,2029.837
0,25,2,0,165,50,1411.25,211.688,84.675,56.45,1693.502
0,22,3,0,168,51,1455,218.25,87.3,58.2,1746
1,25,3,4,137,44,1010.25,239.934,95.974,63.982,1919.47
0,22,2,0,163,56,1473.75,221.062,88.425,58.95,1768.498
0,28,4,0,163,104,1923.75,288.562,115.425,76.95,2308.498
0,24,3,0,168,52,1455,218.25,87.3,58.2,1746
0,22,3,4,168,80,1745,414.438,165.775,110.517,3315.505
0,16,3,0,178,80,1837.5,275.625,110.25,73.5,2205
0,22,3,0,157,120,2076.25,311.438,124.575,83.05,2491.502
1,22,2,1,160,66,1389,238.734,95.494,63.662,1909.87
1,22,3,0,157,43,1140.25,171.038,68.415,45.61,1368.302
1,21,4,2,157,60,1315.25,254.83,101.932,67.955,2038.643
1,36,3,0,152,99,1599,239.85,95.94,63.96,1918.8
1,57,2,0,152,61,1114,167.1,66.84,44.56,1336.8
1,28,3,0,152,57,1219,182.85,73.14,48.76,1462.8
0,21,2,0,175,60,1593.75,239.062,95.625,63.75,1912.498
1,40,3,0,157,90,1520.25,228.038,91.215,60.81,1824.302
0,21,3,2,170,53,1492.5,289.172,115.669,77.112,2313.372
0,23,2,0,168,52,1460,219,87.6,58.4,1752
0,25,3,1,178,68,1672.5,287.461,114.984,76.656,2299.684
0,28,2,0,168,98,1895,284.25,113.7,75.8,2274
0,24,3,0,160,114,2025,303.75,121.5,81,2430
0,22,3,1,180,84,1860,319.688,127.875,85.25,2557.502
0,21,4,1,168,54,1490,256.094,102.438,68.292,2048.756
1,59,2,0,157,69,1215.25,182.288,72.915,48.61,1458.302
0,24,3,2,165,62,1536.25,297.648,119.059,79.373,2381.185
0,19,3,4,178,77,1792.5,425.719,170.288,113.525,3405.753
0,29,2,0,173,99,1931.25,289.688,115.875,77.25,2317.502
0,21,2,1,170,52,1482.5,254.805,101.922,67.948,2038.44
1,36,3,0,142,81,1356.5,203.475,81.39,54.26,1627.8
0,22,3,1,180,79,1810,311.094,124.438,82.958,2488.75
0,21,2,1,170,66,1622.5,278.867,111.547,74.365,2230.941
1,20,3,0,163,45,1207.75,181.162,72.465,48.31,1449.298
0,21,3,0,168,48,1430,214.5,85.8,57.2,1716
1,27,3,0,157,99,1675.25,251.288,100.515,67.01,2010.302
1,36,3,0,163,41,1087.75,163.162,65.265,43.51,1305.298
0,24,2,0,180,64,1650,247.5,99,66,1980
0,20,3,0,168,65,1605,240.75,96.3,64.2,1926
0,27,4,0,160,90,1770,265.5,106.2,70.8,2124
1,23,4,0,160,65,1374,206.1,82.44,54.96,1648.8
0,67,3,0,173,73,1481.25,222.188,88.875,59.25,1777.502
1,26,2,0,155,66,1337.75,200.662,80.265,53.51,1605.298
0,16,3,4,170,77,1757.5,417.406,166.962,111.308,3339.244
1,22,3,0,157,54,1250.25,187.538,75.015,50.01,1500.302
0,21,3,0,165,73,1661.25,249.188,99.675,66.45,1993.502
0,34,3,0,165,103,1896.25,284.438,113.775,75.85,2275.502
0,22,3,0,163,43,1343.75,201.562,80.625,53.75,1612.498
0,27,3,0,157,83,1681.25,252.188,100.875,67.25,2017.502
0,29,2,1,170,90,1822.5,313.242,125.297,83.531,2505.935
1,19,3,0,157,54,1265.25,189.788,75.915,50.61,1518.302
1,22,2,1,160,59,1319,226.703,90.681,60.454,1813.622
1,21,2,0,145,68,1320.25,198.038,79.215,52.81,1584.302
1,17,3,1,173,63,1465.25,251.84,100.736,67.157,2014.717
1,21,2,2,155,42,1122.75,217.533,87.013,58.009,1740.265
0,23,3,0,175,72,1703.75,255.562,102.225,68.15,2044.498
0,25,3,0,165,110,2011.25,301.688,120.675,80.45,2413.502
1,22,4,1,170,51,1301.5,223.695,89.478,59.652,1789.56
0,22,3,0,157,112,1996.25,299.438,119.775,79.85,2395.502
0,25,3,0,160,104,1920,288,115.2,76.8,2304
1,26,3,0,145,89,1505.25,225.788,90.315,60.21,1806.302
1,49,3,0,157,110,1675.25,251.288,100.515,67.01,2010.302
0,27,2,1,160,66,1530,262.969,105.188,70.125,2103.753
1,30,3,0,152,41,1049,157.35,62.94,41.96,1258.8
0,25,2,1,165,70,1611.25,276.934,110.773,73.849,2215.469
1,24,3,0,163,42,1157.75,173.662,69.465,46.31,1389.298
0,25,3,0,163,98,1878.75,281.812,112.725,75.15,2254.498
1,33,4,0,142,75,1311.5,196.725,78.69,52.46,1573.8
0,37,4,0,155,93,1718.75,257.812,103.125,68.75,2062.498
0,54,3,2,160,68,1415,274.156,109.663,73.108,2193.248
1,21,3,0,163,50,1252.75,187.912,75.165,50.11,1503.298
0,22,4,0,170,70,1657.5,248.625,99.45,66.3,1989
0,20,3,0,155,100,1873.75,281.062,112.425,74.95,2248.498
0,24,3,0,165,50,1416.25,212.438,84.975,56.65,1699.502
0,25,3,0,173,51,1471.25,220.688,88.275,58.85,1765.502
1,58,3,0,157,75,1280.25,192.038,76.815,51.21,1536.302
0,30,3,0,168,51,1415,212.25,84.9,56.6,1698
0,20,2,0,173,92,1906.25,285.938,114.375,76.25,2287.502
1,40,3,0,160,43,1069,160.35,64.14,42.76,1282.8
1,29,2,1,145,58,1180.25,202.855,81.142,54.095,1622.843
0,21,3,0,173,80,1781.25,267.188,106.875,71.25,2137.502
0,22,3,0,165,46,1386.25,207.938,83.175,55.45,1663.502
0,23,3,4,165,63,1551.25,368.422,147.369,98.246,2947.378
0,32,3,0,168,50,1395,209.25,83.7,55.8,1674
1,24,2,1,155,61,1297.75,223.051,89.22,59.48,1784.404
0,16,3,1,165,71.6,1672.25,287.418,114.967,76.645,2299.345
0,21,2,0,165,62,1551.25,232.688,93.075,62.05,1861.502
1,26,4,0,155,86,1537.75,230.662,92.265,61.51,1845.298
0,27,4,0,157,89,1741.25,261.188,104.475,69.65,2089.502
0,23,4,0,170,106,2012.5,301.875,120.75,80.5,2415
1,41,2,1,135,51,987.75,169.77,67.908,45.272,1358.16
0,58,3,4,170,62,1397.5,331.906,132.763,88.508,2655.248
0,22,2,0,163,90,1813.75,272.062,108.825,72.55,2176.498
1,36,3,0,142,98,1526.5,228.975,91.59,61.06,1831.8
0,22,3,0,165,67,1596.25,239.438,95.775,63.85,1915.502
1,42,3,0,163,48,1127.75,169.162,67.665,45.11,1353.298
0,26,3,0,173,54,1496.25,224.438,89.775,59.85,1795.502
0,21,2,0,168,90,1850,277.5,111,74,2220
1,21,2,0,168,70,1484,222.6,89.04,59.36,1780.8
1,21,2,0,142,87,1491.5,223.725,89.49,59.66,1789.8
1,22,3,0,157,50,1210.25,181.538,72.615,48.41,1452.302
0,23,3,2,163,67,1578.75,305.883,122.353,81.569,2447.065
0,22,3,0,173,69,1666.25,249.938,99.975,66.65,1999.502
1,23,3,1,163,49,1232.75,211.879,84.752,56.501,1695.033
1,20,3,2,160,48,1219,236.181,94.473,62.982,1889.454
0,24,4,0,168,58,1515,227.25,90.9,60.6,1818
1,21,4,0,155,66,1362.75,204.412,81.765,54.51,1635.298
0,34,3,0,173,54,1456.25,218.438,87.375,58.25,1747.502
1,27,3,0,157,99,1675.25,251.288,100.515,67.01,2010.302
1,56,3,0,160,77,1329,199.35,79.74,53.16,1594.8
0,28,4,1,185,85,1871.25,321.621,128.648,85.766,2572.97
1,20,4,2,157,78,1500.25,290.673,116.269,77.513,2325.385
1,40,3,0,163,107,1727.75,259.162,103.665,69.11,2073.298
0,45,3,0,155,89,1638.75,245.812,98.325,65.55,1966.498
0,37,3,0,165,113,1981.25,297.188,118.875,79.25,2377.502
1,30,4,1,168,70,1439,247.328,98.931,65.954,1978.622
0,25,4,0,145,80,1586.25,237.938,95.175,63.45,1903.502
1,22,3,1,157,45,1160.25,199.418,79.767,53.178,1595.342
0,25,2,0,160,47,1350,202.5,81,54,1620
1,32,3,0,142,74,1306.5,195.975,78.39,52.26,1567.8
0,22,3,0,155,115,2013.75,302.062,120.825,80.55,2416.498
0,22,2,0,168,58,1525,228.75,91.5,61,1830
0,20,3,1,173,55,1536.25,264.043,105.617,70.411,2112.339
1,24,2,1,160,76,1479,254.203,101.681,67.788,2033.628
0,28,4,0,163,104,1923.75,288.562,115.425,76.95,2308.498
1,28,3,0,152,96,1609,241.35,96.54,64.36,1930.8
1,22,2,0,152,58,1259,188.85,75.54,50.36,1510.8
0,21,2,0,160,46,1360,204,81.6,54.4,1632
0,22,3,1,173,76,1736.25,298.418,119.367,79.578,2387.342
1,28,3,0,160,52,1219,182.85,73.14,48.76,1462.8
1,20,3,0,165,46,1230.25,184.538,73.815,49.21,1476.302
1,22,4,2,168,55,1329,257.494,102.998,68.665,2059.953
0,22,3,0,160,120,2095,314.25,125.7,83.8,2514
0,19,3,4,175,64,1643.75,390.391,156.156,104.104,3123.124
1,35,3,0,155,74,1372.75,205.912,82.365,54.91,1647.298
1,29,4,0,155,85,1512.75,226.912,90.765,60.51,1815.298
1,21,2,0,175,61,1437.75,215.662,86.265,57.51,1725.298
1,22,3,0,142,71,1326.5,198.975,79.59,53.06,1591.8
1,22,3,0,152,75,1429,214.35,85.74,57.16,1714.8
0,23,3,0,168,51,1450,217.5,87,58,1740
1,20,2,0,160,98,1719,257.85,103.14,68.76,2062.8
1,21,3,1,163,62,1372.75,235.941,94.377,62.918,1887.534
1,31,3,0,170,75,1496.5,224.475,89.79,59.86,1795.8
1,23,2,0,155,70,1392.75,208.912,83.565,55.71,1671.298
1,22,3,1,160,76,1489,255.922,102.369,68.246,2047.378
1,25,3,0,175,105,1857.75,278.662,111.465,74.31,2229.298
1,33,2,0,152,73,1354,203.1,81.24,54.16,1624.8
0,35,3,0,170,105,1942.5,291.375,116.55,77.7,2331
0,18,2,1,165,72,1666.25,286.387,114.555,76.37,2291.098
1,23,3,0,155,77,1462.75,219.412,87.765,58.51,1755.298
0,20,2,0,163,43,1353.75,203.062,81.225,54.15,1624.498
1,20,3,0,155,41,1117.75,167.662,67.065,44.71,1341.298
0,29,3,2,183,112,2123.75,411.477,164.591,109.727,3291.815
0,23,3,0,168,93,1870,280.5,112.2,74.8,2244
1,22,3,0,157,48,1190.25,178.538,71.415,47.61,1428.302
0,26,3,0,170,103,1967.5,295.125,118.05,78.7,2361
0,21,2,2,178,58,1592.5,308.547,123.419,82.279,2468.375
1,44,4,0,142,77,1276.5,191.475,76.59,51.06,1531.8
0,21,2,0,183,95,1993.75,299.062,119.625,79.75,2392.498
1,24,4,0,157,90,1600.25,240.038,96.015,64.01,1920.302
1,47,3,0,160,100,1604,240.6,96.24,64.16,1924.8
0,22,3,1,170,65,1607.5,276.289,110.516,73.677,2210.313
0,27,3,1,180,79,1785,306.797,122.719,81.812,2454.372
0,57,3,0,168,52,1290,193.5,77.4,51.6,1548
1,22,3,0,142,98,1596.5,239.475,95.79,63.86,1915.8
0,25,3,1,163,89,1788.75,307.441,122.977,81.984,2459.528
1,20,3,2,165,76,1530.25,296.486,118.594,79.063,2371.887
1,36,3,0,160,46,1119,167.85,67.14,44.76,1342.8
1,35,3,0,157,99,1635.25,245.288,98.115,65.41,1962.302
0,25,3,0,163,102,1918.75,287.812,115.125,76.75,2302.498
1,23,2,0,137,50,1080.25,162.038,64.815,43.21,1296.302
0,30,3,0,170,50,1417.5,212.625,85.05,56.7,1701
0,22,3,0,173,80,1776.25,266.438,106.575,71.05,2131.502
1,39,3,0,157,100,1625.25,243.788,97.515,65.01,1950.302
0,32,3,0,168,112,2015,302.25,120.9,80.6,2418
1,24,3,0,135,56,1122.75,168.412,67.365,44.91,1347.298
0,32,3,0,163,48,1343.75,201.562,80.625,53.75,1612.498
1,24,3,0,152,73,1399,209.85,83.94,55.96,1678.8
1,50,3,0,145,93,1425.25,213.788,85.515,57.01,1710.302
0,22,4,0,168,70,1645,246.75,98.7,65.8,1974
0,23,2,1,163,65,1558.75,267.91,107.164,71.443,2143.283
0,26,3,0,168,52,1445,216.75,86.7,57.8,1734
1,53,2,0,137,53,960.25,144.038,57.615,38.41,1152.302
0,22,2,1,160,56,1455,250.078,100.031,66.688,2000.628
0,22,2,0,157,66,1536.25,230.438,92.175,61.45,1843.502
1,35,2,0,155,78,1412.75,211.912,84.765,56.51,1695.298
0,20,4,0,157,92,1806.25,270.938,108.375,72.25,2167.502
0,30,3,0,173,52,1456.25,218.438,87.375,58.25,1747.502
1,23,3,0,163,66,1402.75,210.412,84.165,56.11,1683.298
0,30,3,0,163,70,1573.75,236.062,94.425,62.95,1888.498
1,21,2,1,165,80,1565.25,269.027,107.611,71.741,2152.221
0,21,3,0,152,97,1820,273,109.2,72.8,2184
1,22,3,0,160,51,1239,185.85,74.34,49.56,1486.8
1,22,3,2,152,67,1349,261.369,104.548,69.698,2090.95
0,23,3,1,168,95,1890,324.844,129.938,86.625,2598.753
1,23,2,0,152,64,1314,197.1,78.84,52.56,1576.8
1,20,3,0,163,47,1227.75,184.162,73.665,49.11,1473.298
0,24,3,0,157,118,2046.25,306.938,122.775,81.85,2455.502
0,24,4,0,170,70,1647.5,247.125,98.85,65.9,1977
0,22,3,0,170,75,1707.5,256.125,102.45,68.3,2049
0,18,2,0,165,41,1356.25,203.438,81.375,54.25,1627.502
0,20,4,3,175,69,1688.75,364.137,145.655,97.103,2913.095
0,22,3,0,165,47,1396.25,209.438,83.775,55.85,1675.502
0,24,2,0,163,44,1343.75,201.562,80.625,53.75,1612.498
0,23,3,1,165,65,1571.25,270.059,108.023,72.016,2160.472
0,23,3,0,175,80,1783.75,267.562,107.025,71.35,2140.498
0,23,2,0,168,100,1940,291,116.4,77.6,2328
1,20,4,0,165,70,1470.25,220.538,88.215,58.81,1764.302
1,19,3,0,157,54,1265.25,189.788,75.915,50.61,1518.302
1,42,3,0,140,72,1224,183.6,73.44,48.96,1468.8
1,21,2,0,160,73,1464,219.6,87.84,58.56,1756.8
0,56,3,0,163,50,1243.75,186.562,74.625,49.75,1492.498
0,35,4,0,175,109,2013.75,302.062,120.825,80.55,2416.498
0,23,4,0,173,70,1671.25,250.688,100.275,66.85,2005.502
0,24,2,0,165,83,1746.25,261.938,104.775,69.85,2095.502
0,22,3,0,168,80,1745,261.75,104.7,69.8,2094
1,58,3,0,145,73,1185.25,177.788,71.115,47.41,1422.302
0,24,3,1,178,95,1947.5,334.727,133.891,89.26,2677.812
0,26,3,0,168,105,1975,296.25,118.5,79,2370
0,26,3,0,175,109,2058.75,308.812,123.525,82.35,2470.498
1,22,3,0,157,80,1510.25,226.538,90.615,60.41,1812.302
0,30,3,0,173,98,1916.25,287.438,114.975,76.65,2299.502
0,35,3,0,157,87,1681.25,252.188,100.875,67.25,2017.502
0,24,3,0,165,109,2006.25,300.938,120.375,80.25,2407.502
0,22,3,0,163,119,2103.75,315.562,126.225,84.15,2524.498
1,22,2,0,137,50,1085.25,162.788,65.115,43.41,1302.302
1,25,2,0,163,46,1192.75,178.912,71.565,47.71,1431.298
1,26,2,0,163,49,1217.75,182.662,73.065,48.71,1461.298
1,23,3,0,152,48,1154,173.1,69.24,46.16,1384.8
0,40,3,0,180,82,1750,262.5,105,70,2100
1,33,3,0,160,77,1444,216.6,86.64,57.76,1732.8
1,20,3,0,157,45,1170.25,175.538,70.215,46.81,1404.302
0,23,2,1,168,96,1900,326.562,130.625,87.083,2612.495
1,27,3,0,155,94,1612.75,241.912,96.765,64.51,1935.298
1,21,2,0,163,83,1582.75,237.412,94.965,63.31,1899.298
1,31,4,0,152,86,1494,224.1,89.64,59.76,1792.8
0,26,3,4,168,64,1565,371.688,148.675,99.117,2973.505
1,25,3,0,160,46,1174,176.1,70.44,46.96,1408.8
1,25,3,0,152,76,1424,213.6,85.44,56.96,1708.8
0,25,2,0,173,91,1871.25,280.688,112.275,74.85,2245.502
1,58,2,1,142,59,1026.5,176.43,70.572,47.048,1411.44
1,49,2,0,140,57,1039,155.85,62.34,41.56,1246.8
1,21,2,1,168,60,1384,237.875,95.15,63.433,1902.997
0,46,3,2,170,90,1737.5,336.641,134.656,89.771,2693.127
